Mod:Item:MetaData, Localized Name
hbm:circuit_targeting_tier1, Печатная плата военного класса (Уровень 1)
hbm:circuit_targeting_tier2, Печатная плата военного класса (Уровень 2)
hbm:circuit_targeting_tier3, Печатная плата военного класса (Уровень 3)
hbm:circuit_targeting_tier4, Печатная плата военного класса (Уровень 4)
hbm:circuit_targeting_tier5, Печатная плата военного класса (Уровень 5)
hbm:circuit_targeting_tier6, Печатная плата военного класса (Уровень 6)
hbm:mechanism_revolver_1, Револьверный механизм
hbm:mechanism_revolver_2, Усовершенствованный револьверный механизм
hbm:mechanism_rifle_1, Винтовочный механизм
hbm:mechanism_rifle_2, Усовершенствованный винтовочный механизм
hbm:mechanism_launcher_1, Механизм запуска
hbm:mechanism_launcher_2, Усовершенствованный механизм запуска
hbm:mechanism_special, Механизм высокотехнологичного оружия
hbm:primer_357, Капсюли Магнума .357 (x24)
hbm:primer_44, Капсюли Магнума .44 (x24)
hbm:primer_9, Малокалиберные Капсюли (x32)
hbm:primer_50, Крупнокалиберные Капсюли (x12)
hbm:primer_buckshot, Картечные Капсюли (x12)
hbm:casing_357, Гильза Магнума .357(x24)
hbm:casing_44, Гильза Магнума .44 (x24)
hbm:casing_9, Малокалиберная Гильза (x32)
hbm:casing_50, Крупнокалиберная Гильза (x12)
hbm:casing_buckshot, Картечная Гильза (x12)
hbm:wire_advanced_alloy, Сверхпроводник
hbm:coil_advanced_alloy, Сверхпроводящая катушка
hbm:coil_advanced_torus, Сверхпроводящая закольцованная катушка
hbm:coil_gold, Золотая катушка
hbm:coil_gold_torus, Золотая закольцованная катушка
hbm:wire_red_copper, Провод из красной меди
hbm:wire_tungsten, Вольфрамовый провод
hbm:coil_tungsten, Нагревательный элемент
hbm:wire_aluminium, Алюминиевый провод
hbm:wire_copper, Медный провод
hbm:coil_copper, Медная катушка
hbm:coil_copper_torus, Кольцевая катушка
hbm:wire_gold, Золотой провод
hbm:wire_schrabidium, Шрабидиевый провод
hbm:wire_magnetized_tungsten, 4000K Высокотемпературный проводник
hbm:coil_magnetized_tungsten, 4000K Высокотемпературная сверхпроводящая катушка
hbm:stamp_stone_flat, Плоский штамп (Камень)
hbm:stamp_stone_plate, Штамп пластины (Камень)
hbm:stamp_stone_wire, Штамп провода (Камень)
hbm:stamp_stone_circuit, Штамп микросхемы (Камень)
hbm:stamp_iron_flat, Плоский штамп (Железо)
hbm:stamp_iron_plate, Штамп пластины (Железо)
hbm:stamp_iron_wire, Штамп провода (Железо)
hbm:stamp_iron_circuit, Штамп микросхемы (Железо)
hbm:stamp_steel_flat, Плоский штамп (Сталь)
hbm:stamp_steel_plate, Штамп пластины (Сталь)
hbm:stamp_steel_wire, Штамп провода (Сталь)
hbm:stamp_steel_circuit, Штамп микросхемы (Сталь)
hbm:stamp_titanium_flat, Плоский штамп (Титан)
hbm:stamp_titanium_plate, Штамп пластины (Титан)
hbm:stamp_titanium_wire, Штамп провода (Титан)
hbm:stamp_titanium_circuit, Штамп микросхемы (Титан)
hbm:stamp_obsidian_flat, Плоский штамп (Обсидиан)
hbm:stamp_obsidian_plate, Штамп пластины (Обсидиан)
hbm:stamp_obsidian_wire, Штамп провода (Обсидиан)
hbm:stamp_obsidian_circuit, Штамп микросхемы (Обсидиан)
hbm:stamp_schrabidium_flat, Плоский штамп (Шрабидиий)
hbm:stamp_schrabidium_plate, Штамп пластины (Шрабидиий)
hbm:stamp_schrabidium_wire, Штамп провода (Шрабидиий)
hbm:stamp_schrabidium_circuit, Штамп микросхемы (Шрабидиий)
hbm:stamp_357, Штамп пули .357 Магнум
hbm:stamp_44, Штамп пули .44 Магнум
hbm:stamp_9, Штамп малого калибра
hbm:stamp_50, Штамп большого калибра
hbm:blades_aluminum, Aluminum Shredder Blades
hbm:blades_gold, Золотые лезвия измельчителя
hbm:blades_iron, Железные лезвия измельчителя
hbm:blades_steel, Стальные лезвия измельчителя
hbm:blades_titanium, Титановые лезвия измельчителя
hbm:blades_advanced_alloy, Усовершенствованные лезвия измельчителя
hbm:blades_combine_steel, CMB-стальные лезвия измельчителя
hbm:blades_schrabidium, Шрабидиевые лезвия измельчителя
hbm:blades_desh, Деш-лезвия измельчителя
hbm:part_lithium, Коробка литиевой пыли
hbm:part_beryllium, Коробка бериллиевой пыли
hbm:part_carbon, Коробка угольной пыли
hbm:part_copper, Коробка медной пыли
hbm:part_plutonium, Коробка плутониевой пыли
hbm:assembly_iron, Сборка железной пули
hbm:assembly_steel, Сборка свинцовой пули
hbm:assembly_lead, Сборка стеклянной пули
hbm:assembly_gold, Сборка золотой пули
hbm:assembly_schrabidium, Сборка шрабидиевой пули
hbm:assembly_nightmare, Сборка кошмарной пули
hbm:assembly_desh, Сборка деш-пули
hbm:assembly_nopip, Сборка пули Магнума .44
hbm:assembly_smg, Сборка 9-мм пули
hbm:assembly_556, Сборка 5.56мм пули
hbm:assembly_uzi, Сборка .22 LR пули
hbm:assembly_actionexpress, Сборка .50 AE пули
hbm:assembly_calamity, Сборка .50 BMG пули
hbm:assembly_lacunae, Сборка .5мм пули
hbm:assembly_nuke, Оболочка ядерного минизаряда
hbm:gun_revolver_iron_ammo, Пуля
hbm:gun_revolver_ammo, Свинцовая пуля
hbm:gun_revolver_lead_ammo, Покрытая стеклом атомная пуля
hbm:gun_revolver_gold_ammo, Золотая пуля
hbm:gun_revolver_schrabidium_ammo, Шрабидиевая пуля
hbm:gun_revolver_nightmare_ammo, Кошмарная пуля
hbm:gun_revolver_nightmare2_ammo, Лазерная дробь
hbm:ammo_357_desh, Деш-Пуля калибра .357 Магнум
hbm:gun_revolver_cursed_ammo, Стальная пуля
hbm:gun_revolver_pip_ammo, Зараженный патрон (LEGACY)
hbm:gun_revolver_nopip_ammo, Патрон калибра .44 (LEGACY)
hbm:gun_mp_ammo, Малый беспропеллентовый пулемётный патрон
hbm:gun_rpg_ammo, Ракета (LEGACY)
hbm:gun_spark_ammo, Электромагнитный картридж
hbm:gun_euthanasia_ammo, Шприцы
hbm:ammo_4gauge_canister, 23мм Ракета (Картечь)
hbm:ammo_4gauge_claw, Картечь 4 калибра (Клешни)
hbm:ammo_4gauge_vampire, Картечь 4 калибра (Осиновый кол)
hbm:ammo_4gauge_void, Картечь 4 калибра (Пустотная оболочка)
hbm:ammo_5mm_chlorophyte, 5-мм патрон (Хлорофит)
hbm:ammo_9mm_chlorophyte, 9-мм патрон (Хлорофит)
hbm:ammo_556_chlorophyte, 5.56мм патрон (Хлорофит)
hbm:ammo_556_flechette_chlorophyte, Игольчатый 5.56-патрон (Хлорофит)
hbm:ammo_50ae_chlorophyte, Патрон калибра .50 AE (Хлорофит)
hbm:ammo_50bmg_chlorophyte, Крупнокалиберный патрон .50 BMG (Хлорофит)
hbm:ammo_50bmg_flechette, Игольчатый .50 BMG патрон
hbm:ammo_50bmg_flechette_am, Игольчатый .50 BMG патрон (Америций)
hbm:ammo_50bmg_flechette_po, Игольчатый .50 BMG патрон (Полоний)
hbm:ammo_44_chlorophyte, Пуля калибра .44 Магнум (Хлорофит)
hbm:ammo_22lr_chlorophyte, Малокалиберный патрон .22 LR (Хлорофит)
hbm:ammo_rocket_canister, 84-мм ракета (Картечь)
hbm:ammo_20gauge, Картечь 20 калибра
hbm:ammo_20gauge_slug, Пуля Бреннеке 20 калибра
hbm:ammo_20gauge_flechette, Игольчатые снаряды 20 калибра
hbm:ammo_20gauge_incendiary, Картечь 20 калибра (Зажигательная)
hbm:ammo_20gauge_explosive, Картечь 20 калибра (Взрывная)
hbm:ammo_20gauge_caustic, Картечь 20 калибра (Токсичная)
hbm:ammo_20gauge_shock, Картечь 20 калибра (Шоковая)
hbm:ammo_20gauge_wither, Картечь 20 калибра (Иссушающая)
hbm:ammo_20gauge_sleek, Картечь 20 калибра (IF-R&D)
hbm:ammo_20gauge_shrapnel, Картечь 20 калибра (Шрапнельная)
hbm:ammo_4gauge, Картечь 4 калибра
hbm:ammo_4gauge_slug, Твёрдая Стальная пуля 4 калибра
hbm:ammo_4gauge_flechette, Игольчатая картечь 4 калибра
hbm:ammo_4gauge_flechette_phosphorus, Игольчатая картечь 4 калибра (БФ)
hbm:ammo_4gauge_explosive, 23мм граната
hbm:ammo_4gauge_semtex, 23мм Шахтёрский заряд
hbm:ammo_4gauge_balefire, 23мм Жар-граната
hbm:ammo_4gauge_kampf, 23мм Ракета
hbm:ammo_4gauge_sleek, Картечь 4 калибра (IF-R&D)
hbm:ammo_rocket, 84-мм ракета
hbm:ammo_rocket_he, 84-мм ракета (Фугасная)
hbm:ammo_rocket_incendiary, 84-мм ракета (Зажигательная)
hbm:ammo_rocket_phosphorus, 84-мм ракета (БФ)
hbm:ammo_rocket_shrapnel, 84-мм ракета (Осколочная)
hbm:ammo_rocket_emp, 84-мм ракета (Импульсная)
hbm:ammo_rocket_glare, 84-мм ракета (Красное Зарево)
hbm:ammo_rocket_toxic, 84-мм ракета (Химическая)
hbm:ammo_rocket_sleek, 84-мм ракета (IF-R&D)
hbm:ammo_rocket_nuclear, 84-мм ракета (Привет)
hbm:ammo_rocket_rpc, 84-мм Ракета-Бензопила
hbm:ammo_grenade, 40мм граната
hbm:ammo_grenade_he, 40мм граната (Фугасная)
hbm:ammo_grenade_incendiary, 40мм граната (Зажигательная)
hbm:ammo_grenade_phosphorus, 40мм граната (БФ)
hbm:ammo_grenade_toxic, 40мм граната (Химическая)
hbm:ammo_grenade_concussion, 40мм граната (Concussion)
hbm:ammo_grenade_finned, 40мм граната (Finned)
hbm:ammo_grenade_sleek, 40мм граната (IF-R&D)
hbm:ammo_grenade_nuclear, 40мм граната (Привет)
hbm:ammo_grenade_tracer, 40мм Учебная граната
hbm:ammo_grenade_kampf, 40мм-Ракета
hbm:ammo_shell, 240мм Снаряд
hbm:ammo_shell_explosive, 240мм Фугасный снаряд
hbm:ammo_shell_apfsds_t, 240мм APFSTS-T
hbm:ammo_shell_apfsds_du, 240мм APFSTS-DU
hbm:ammo_shell_w9, 240мм Ядерный снаряд W9
hbm:ammo_dgk, Лента на 200 патронов для CIWS "Говард"
hbm:ammo_nuke, Ядерный минизаряд
hbm:ammo_nuke_low, Ядерный минизаряд (Маломощный)
hbm:ammo_nuke_high, Ядерный минизаряд (Высокомощный)
hbm:ammo_nuke_tots, Ядерный минизаряд ("Карапуз")
hbm:ammo_nuke_safe, Ядерный минизаряд (Безопасный)
hbm:ammo_nuke_pumpkin, Тыквенная бомба
hbm:ammo_mirv, МИРВ-минизаряд
hbm:ammo_mirv_low, МИРВ-минизаряд (Маломощный)
hbm:ammo_mirv_high, МИРВ-минизаряд (Высокомощный)
hbm:ammo_mirv_safe, МИРВ-минизаряд (Безопасный)
hbm:ammo_mirv_special, МИЛВ-минизаряд
hbm:ammo_fuel, Бак с дизелем
hbm:ammo_fuel_napalm, Бак с напалмом
hbm:ammo_fuel_phosphorus, Бак с белым фосфором
hbm:ammo_fuel_vaporizer, Бак испарителя
hbm:ammo_fuel_gas, Бак с газом
hbm:ammo_cell, Энерго-патроны
hbm:ammo_dart, Пластиковый дротик (Иссущающий)
hbm:ammo_12gauge, Картечь 12 калибра
hbm:ammo_12gauge_incendiary, Картечь 12 калибра (Зажигательная)
hbm:ammo_12gauge_shrapnel, Картечь 12 калибра (Шрапнельная)
hbm:ammo_12gauge_du, Картечь 12 калибра (С урановым покрытием)
hbm:ammo_12gauge_sleek, Картечь 12 калибра (IF-R&D)
hbm:ammo_12gauge_marauder, Тактический противомародёрный снаряд 12 калибра
hbm:ammo_22lr, Малокалиберный патрон .22 LR
hbm:ammo_22lr_ap, Малокалиберный патрон .22 LR (Бронебойный)
hbm:ammo_44, Пуля калибра .44 Магнум
hbm:ammo_44_ap, Пуля калибра .44 Магнум (Бронебойный)
hbm:ammo_44_du, Пуля калибра .44 Магнум (ДУ)
hbm:ammo_44_phosphorus, Пуля калибра .44 Магнум (БФ)
hbm:ammo_44_pip, Пуля калибра .44 Магнум (Грузовой вагон)
hbm:ammo_44_bj, Пуля калибра .44 Магнум (Лодка)
hbm:ammo_44_silver, Пуля калибра .44 Магнум (Здание)
hbm:ammo_44_rocket, Ракета-Пуля .44 Магнум
hbm:ammo_44_star, Пуля калибра .44 Магнум (Звёздный металл)
hbm:ammo_9mm, 9-мм патрон
hbm:ammo_9mm_ap, 9-мм патрон (Бронебойный)
hbm:ammo_9mm_du, 9-мм патрон (ДУ)
hbm:ammo_9mm_rocket, 9-мм ракета
hbm:ammo_556, 5.56мм патрон
hbm:ammo_556_phosphorus, 5.56мм патрон (БФ)
hbm:ammo_556_ap, 5.56мм патрон (Бронебойный)
hbm:ammo_556_du, 5.56мм патрон (ДУ)
hbm:ammo_556_star, 5.56мм патрон (Звёздный металл)
hbm:ammo_556_sleek, 5.56мм патрон (IF-R&D)
hbm:ammo_556_tracer, 5.56мм патрон (Трассирующий снаряд)
hbm:ammo_556_flechette, Игольчатый 5.56-патрон
hbm:ammo_556_flechette_incendiary, Игольчатый 5.56-патрон (Зажигательный)
hbm:ammo_556_flechette_phosphorus, Игольчатый 5.56-патрон (Фосфорный наконечник)
hbm:ammo_556_flechette_du, Игольчатый 5.56-патрон (Урановый бронебойный)
hbm:ammo_556_flechette_sleek, Игольчатый 5.56-патрон (IF-R&D)
hbm:ammo_556_k, 5.56мм К-Патрон
hbm:ammo_50bmg, Крупнокалиберный патрон .50 BMG
hbm:ammo_50bmg_incendiary, Крупнокалиберный патрон .50 BMG (Зажигательный)
hbm:ammo_50bmg_phosphorus, Крупнокалиберный патрон .50 BMG (БФ)
hbm:ammo_50bmg_explosive, Крупнокалиберный патрон .50 BMG (Взрывной)
hbm:ammo_50bmg_du, Крупнокалиберный патрон .50 BMG (ДУ)
hbm:ammo_50bmg_star, Крупнокалиберный патрон .50 BMG (Звёздный металл)
hbm:ammo_50bmg_sleek, Крупнокалиберный патрон .50 BMG (IF-R&D)
hbm:ammo_75bolt, Магазин болтов .75 (30rnd)
hbm:ammo_75bolt_incendiary, Магазин зажигательных болтов .75 (30rnd)
hbm:ammo_75bolt_he, Магазин фугасных болтов .75 (30rnd)
hbm:ammo_50bmg_ap, Крупнокалиберный патрон .50 BMG (Бронебойный)
hbm:ammo_5mm, 5-мм патрон
hbm:ammo_5mm_explosive, 5-мм патрон (Взрывной)
hbm:ammo_5mm_du, 5-мм патрон (ДУ)
hbm:ammo_5mm_star, 5-мм патрон (Звёздный металл)
hbm:ammo_50ae, Патрон калибра .50 AE
hbm:ammo_50ae_ap, Патрон калибра .50 AE (Бронебойный)
hbm:ammo_50ae_du, Патрон калибра .50 AE (ДУ)
hbm:ammo_50ae_star, Патрон калибра .50 AE (Звёздный металл)
hbm:gun_b92_ammo, §9Энергетический Элемент B92§r
hbm:gun_fatman_ammo, Ядерный минизаряд (LEGACY)
hbm:gun_mirv_ammo, Восьмиричный МИРВ (LEGACY)
hbm:gun_bf_ammo, Жар-снаряд
hbm:gun_stinger_ammo, Ракета-Стингер
hbm:gun_xvl1456_ammo, Ящик с Обедненным Ураном-235
hbm:gun_hp_ammo, Чернильный картридж
hbm:gun_dash_ammo, item.gun_dash_ammo.name
hbm:gun_defabricator_ammo, Энергетические ячейки Дефабрикатора
hbm:gun_cryolator_ammo, Криоэлемент
hbm:gun_jack_ammo, Снаряд для четырехствольного дробовика
hbm:gun_immolator_ammo, Топливо Иммолатора
hbm:gun_osipr_ammo, Импульсные патроны
hbm:gun_osipr_ammo2, Энергетический шар Комбайнов
hbm:gun_emp_ammo, Энергетическая ячейка
hbm:ammo_folly, Серебряная пуля
hbm:ammo_folly_nuclear, Серебряная пуля (Атомная)
hbm:ammo_folly_du, Серебряная пуля (ДУ, Не взрывающаяся)
hbm:folly_shell, Оболочка серебряной пули
hbm:folly_bullet, 12.8см Высокоэнергетическая оболочка из звёздного металла
hbm:folly_bullet_nuclear, 12.8см Ядерная оболочка
hbm:folly_bullet_du, 12.8см ДУ-оболочка
hbm:gun_calamity_ammo, Кал. 50 (LEGACY)
hbm:gun_lacunae_ammo, 5-мм патрон (LEGACY)
hbm:gun_mp40_ammo, Патрон Для Пистолета-Пулемета (LEGACY)
hbm:gun_uzi_ammo, Патроны кал. 22LR (LEGACY)
hbm:gun_uboinik_ammo, Дробь 12x70 калибра (LEGACY)
hbm:gun_lever_action_ammo, Дробь 12x74 калибра (LEGACY)
hbm:gun_bolt_action_ammo, Пуля 12x74 калибра(LEGACY)
hbm:energy_ball, item.energy_ball.name
hbm:charge_railgun, Deuterium Plasma Capsule
hbm:clip_revolver_iron, Коробка с железными патронами
hbm:clip_revolver, Коробочка патронов калибра .357 
hbm:clip_revolver_gold, Маленький сундучок с золотыми пулями
hbm:clip_revolver_lead, Коробка ядерных пуль
hbm:clip_revolver_schrabidium, Контейнер для шрабидиевых боеприпасов
hbm:clip_revolver_cursed, Британский военный стандарт пистолетной обоймы
hbm:clip_revolver_nightmare, Мешочек с пулями
hbm:clip_revolver_nightmare2, Пояс с лазерной картечью
hbm:clip_revolver_pip, Скоростной загрузчик с заражёнными пулями
hbm:clip_revolver_nopip, Коробочка с патронами .44 калибра
hbm:clip_rpg, Контейнер с ракетами
hbm:clip_stinger, Упаковка ракет "Стингер"
hbm:clip_fatman, Шесть упаковок ядерных мини-снарядов
hbm:clip_mirv, Три-в-одном пакет мини-МИРВов
hbm:clip_bf, Двойной Набор BF-снарядов
hbm:clip_mp40, Обойма полуавтомата 9мм
hbm:clip_uzi, Обойма .22 LR Патронов
hbm:clip_uboinik, Коробка патронов картечи 12x70 
hbm:clip_lever_action, Коробка патронов картечи 12х74
hbm:clip_bolt_action, Коробка из 12х74 пуль
hbm:clip_osipr, Обойма AR2
hbm:clip_immolator, Бак с топливом Иммолятора
hbm:clip_cryolator, Бак Криоляторного топлива
hbm:clip_mp, Британский военный стандарт магазина штурмовой винтовки
hbm:clip_xvl1456, Большая Коробка с изотопами
hbm:clip_emp, Небольшой упаковка энергетических ячеек
hbm:clip_jack, Коробка четверных патронов картечи 12х70
hbm:clip_spark, Большой Электромагнитный Картридж
hbm:clip_hp, Чернильные Баки
hbm:clip_euthanasia, Последняя аптечка
hbm:clip_defabricator, Пояс с энерго-ячейками Дефабрикатора
hbm:ammo_container, Контейнер с боеприпасами
hbm:grenade_generic, Граната
hbm:grenade_strong, Усовершенствованная граната
hbm:grenade_frag, Осколочная граната
hbm:grenade_fire, Огненная осколочная граната
hbm:grenade_shrapnel, Граната со шрапнелью
hbm:grenade_cluster, Кластерная бомба
hbm:grenade_flare, Сигнальная ракета
hbm:grenade_electric, Электрограната
hbm:grenade_poison, Отравляющая граната
hbm:grenade_gas, Газовая граната
hbm:grenade_cloud, Колба с облаком
hbm:grenade_pink_cloud, Колба с розовым облаком
hbm:grenade_smart, Смарт-граната
hbm:grenade_mirv, МИРВ-граната
hbm:grenade_breach, Разрывная граната
hbm:grenade_burst, Экскаваторная граната
hbm:grenade_pulse, Импульсная граната
hbm:grenade_plasma, Плазменная граната
hbm:grenade_tau, Тау-Граната
hbm:grenade_schrabidium, Шрабидиевая граната
hbm:grenade_nuke, Буровая граната “Марк VI”
hbm:grenade_lemon, Зажигательный лимон
hbm:grenade_gascan, Бросаемая бензиновая канистра
hbm:grenade_mk2, Граната МК 2 "Посол Ананас"
hbm:grenade_aschrab, Бросаемая антишрабидиевая пробирка
hbm:grenade_nuclear, Ядерная граната
hbm:grenade_zomg, Граната аннигиляции пар отрицательной энергии
hbm:grenade_black_hole, Граната сингулярности
hbm:grenade_if_generic, IF - Граната
hbm:grenade_if_he, IF - Фугасная граната
hbm:grenade_if_bouncy, IF - Прыгучая граната
hbm:grenade_if_sticky, IF - Липкая граната
hbm:grenade_if_impact, IF - Ударная граната
hbm:grenade_if_incendiary, IF - Зажигательная граната
hbm:grenade_if_toxic, IF - Токсичная граната
hbm:grenade_if_concussion, IF - Контузионная граната
hbm:grenade_if_brimstone, IF - Бросаемая серная мина
hbm:grenade_if_mystery, IF - М.-Граната
hbm:grenade_if_spark, IF - С.-Граната
hbm:grenade_if_hopwire, IF - Граната сингулярности
hbm:grenade_if_null, IF - Нулевая граната
hbm:weaponized_starblaster_cell, §cСмонтированная энергетическая ячейка Звездного бластера§r
hbm:turret_control, Турельный контроллер
hbm:turret_chip, Турельный чип искусственного интеллекта
hbm:turret_biometry, Карта телелинка
hbm:turret_light_ammo, Коробка боеприпасов лёгкой турели
hbm:turret_heavy_ammo, Коробка боеприпасов тяжёлой турели
hbm:turret_rocket_ammo, Боекомплект ракетной турели 2х4
hbm:turret_flamer_ammo, Топливные баки огнеметной турели
hbm:turret_tau_ammo, Урановые боеприпасы Тау-турели
hbm:turret_spitfire_ammo, AA-Снаряд
hbm:turret_cwis_ammo, Барабан 20-мм патронов
hbm:turret_cheapo_ammo, Дешевые турельные боеприпасы 6x24
hbm:geiger_counter, Ручной счетчик Гейгера
hbm:survey_scanner, Сканер
hbm:mirror_tool, Инструмент для регулировки зеркал
hbm:rbmk_tool, Устройство для соединения консоли РБМК
hbm:coltass, Coltass
hbm:book_guide_book:1, Guide Book
hbm:rbmk_lid, Покрывающая панель РБМК
hbm:rbmk_lid_glass, Стеклянная покрывающая панель РБМК
hbm:debris_graphite, Горячий кусок графита
hbm:debris_metal, Покорёженная металлическая балка
hbm:debris_fuel, Часть топливного стержня РБМК
hbm:rbmk_pellet_ueu:0, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:1, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:2, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:3, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:4, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:5, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:6, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:7, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:8, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_ueu:9, Необогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:0, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:1, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:2, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:3, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:4, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:5, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:6, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:7, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:8, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_meu:9, Среднеобогащенная урановая топливная пеллета
hbm:rbmk_pellet_heu233:0, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:1, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:2, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:3, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:4, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:5, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:6, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:7, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:8, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu233:9, Высокообогащенная урановая-233 топливная пеллета
hbm:rbmk_pellet_heu235:0, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:1, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:2, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:3, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:4, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:5, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:6, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:7, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:8, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_heu235:9, Высокообогащенная урановая-235 топливная пеллета
hbm:rbmk_pellet_thmeu:0, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:1, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:2, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:3, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:4, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:5, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:6, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:7, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:8, Торий-урановая топливная пеллета
hbm:rbmk_pellet_thmeu:9, Торий-урановая топливная пеллета
hbm:rbmk_pellet_lep:0, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:1, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:2, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:3, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:4, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:5, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:6, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:7, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:8, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_lep:9, Низкообогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:0, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:1, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:2, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:3, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:4, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:5, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:6, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:7, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:8, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_mep:9, Среднеобогащенная плутониевая топливная пеллета
hbm:rbmk_pellet_hep239:0, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:1, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:2, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:3, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:4, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:5, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:6, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:7, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:8, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep239:9, Высокообогащенная плутониевая-239 топливная пеллета
hbm:rbmk_pellet_hep241:0, Высокообогащенная плутониевая-241 топливная пеллета
hbm:rbmk_pellet_hep241:1, Высокообогащенная плутониевая-241 топливная пеллета
hbm:rbmk_pellet_hep241:2, Высокообогащенная плутониевая-241 топливная пеллета
